Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health and Dental,Other Benefits,Total Benefits,Total Compensation
Calendar,2019,2,"Public Works, Transportation & Commerce",AIR,,790,"SEIU, Local 1021, Misc",2700,Housekeeping & Laundry,2708,Custodian,8595896,56118,3594.22,5465.08,65177.3,11389.83,11935.82,5173.16,43166.13,108343.43
Calendar,2019,7,General City Responsibilities,229982,,535,"SEIU, Local 1021, Misc",9700,Community Development,9704,Employment & Training Spec 3,8584841,74008.31,307.68,960,75275.99,14326.38,11935.78,6127.08,44756,120031.99
Calendar,2019,7,General City Responsibilities,208646,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1446,Secretary 2,8543449,39911.61,0.15,802.29,40714.05,7693.5,1290.04,3358.59,26812.35,67526.4
Calendar,2019,4,Community Health,DPH,,21,"Prof & Tech Eng, Local 21",1000,Information Systems,1054,IS Business Analyst-Principal,8510352,119050.4,0,0,119050.4,22219.47,11935.82,8775.54,54128.19,173178.59
Calendar,2019,6,General Administration & Finance,ADM,,252,"TWU, Local 250-A, AutoServ",7400,Skilled Labor,7410,Automotive Service Worker,8555216,57772.22,0,5337.22,63109.44,12149.14,11935.78,5075.65,43827.93,106937.37
Calendar,2019,7,General City Responsibilities,240658,,790,"SEIU, Local 1021, Misc",2900,Human Services,2930,Behavioral Health Clinician,8513542,33291.52,0,1261.55,34553.07,4813.03,0,2804.49,7617.52,42170.59
Calendar,2019,7,General City Responsibilities,240658,,21,"Prof & Tech Eng, Local 21",2500,Med Therapy & Auxiliary,2593,Health Program Coordinator 3,8501060,89431.72,0,0,89431.72,17095.82,11950.6,6970.61,50091.29,139523.01
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,130,"Auto Machinist, Local 1414",7100,Administrative-Labor & Trades,7126,Mech Shop & Equip Supt,8605582,107170.01,117374.98,16075.5,240620.49,23556.86,11935.78,11249.02,60151.14,300771.63
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8540527,61398.61,5379.89,4615.89,71394.39,12618.03,12291.14,5484.09,46089.46,117483.85
Calendar,2019,7,General City Responsibilities,240658,,791,"SEIU, Local 1021, RN",2300,Nursing,P103,Special Nurse,8551094,3858,525.54,643.01,5026.55,0,0,390.17,390.17,5416.72
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H003,EMT/Paramedic/Firefighter,9410203,33276,9340.9,908.83,43525.73,5882.15,11995,720.76,20506.77,64032.5
Calendar,2019,6,General Administration & Finance,TTX,,21,"Prof & Tech Eng, Local 21",1800,"Budget, Admn & Stats Analysis",1824,Pr Administrative Analyst,8565133,115824.18,0,0,115824.18,21833.83,11935.78,9391.73,57828.7,173652.88
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,535,"SEIU, Local 1021, Misc",2900,Human Services,2916,Social Work Specialist,8553151,5719.5,0,0,5719.5,1376.52,1850.04,587.74,3757.06,9476.56
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8589717,0,11831.57,2634.96,14466.53,0,51.84,3734.95,17101.69,31568.22
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H003,EMT/Paramedic/Firefighter,8520189,109881.67,10838.43,7087.88,127807.98,21207.51,9507.54,2156.76,46997.19,174805.17
Calendar,2019,1,Public Protection,POL,,21,"Prof & Tech Eng, Local 21",8200,Protection & Apprehension,8260,Criminalist II,8507221,92375.13,0,0,92375.13,17658.31,11935.84,7443.52,51589.63,143964.76
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,535,"SEIU, Local 1021, Misc",2900,Human Services,2913,Program Specialist,8526822,72612.84,0,0,72612.84,13880.49,11950.58,5750.29,46248.36,118861.2
Calendar,2019,7,General City Responsibilities,232300,,790,"SEIU, Local 1021, Misc",3200,Recreation,3210,Swimming Instr/Pool Lifeguard,8601642,54342.12,7.4,1362.81,55712.33,10648.84,11935.8,4579.8,41846.24,97558.57
Calendar,2019,7,General City Responsibilities,229982,,535,"SEIU, Local 1021, Misc",2900,Human Services,2905,HSA Sr Eligibility Worker,8555978,50793.65,142.19,0,50935.84,11421.72,11950.62,4085.25,41374.77,92310.61
Calendar,2019,2,"Public Works, Transportation & Commerce",DPW,,216,"Teamsters, Local 853",7300,Journeyman Trade,7355,Truck Driver,8589438,73924.8,8788.89,2203.22,84916.91,15931.11,11935.8,7473.02,50007.29,134924.2
Calendar,2019,7,General City Responsibilities,240658,,791,"SEIU, Local 1021, RN",2300,Nursing,2320,Registered Nurse,8560505,115581.31,7392.06,8346.93,131320.3,23063.1,11639.68,10208.82,56015.82,187336.12
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8505036,0,589.15,0,589.15,0,0,46.66,46.66,635.81
Calendar,2019,7,General City Responsibilities,229982,,535,"SEIU, Local 1021, Misc",2900,Human Services,2905,HSA Sr Eligibility Worker,8554960,61986.04,694.13,3281.5,65961.67,11803.43,11950.6,5140.38,42520.37,108482.04
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q052,Sergeant 3,8576415,127634.06,59944.89,10105.25,197684.2,22896.03,11639.66,3365.43,50986.88,248671.08
Calendar,2019,7,General City Responsibilities,240658,,250,"SEIU, Local 1021, Misc",2600,Dietary & Food,2650,Assistant Cook,8559158,41779.82,415.81,489.77,42685.4,9505.62,6487.06,3534.46,34106.44,76791.84
Calendar,2019,1,Public Protection,POL,,21,"Prof & Tech Eng, Local 21",1900,Purchasing & Storekeeping,1942,Asst Materials Coordinator,8496776,89984.81,1992.49,0,91977.3,17201.34,11950.6,7184.32,51003.24,142980.54
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H002,Firefighter,8535853,93832.81,14825.47,14592.11,123250.39,20830.22,14660.14,2136.49,55567.99,178818.38
Calendar,2019,7,General City Responsibilities,208646,,21,"Prof & Tech Eng, Local 21",7300,Journeyman Trade,7336,Electr Instrmntn Tech Wtr Poll,8543467,90249.42,207.26,15153.81,105610.49,16869.08,10751.28,8729.91,47645.35,153255.84
Calendar,2019,6,General Administration & Finance,CPC,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5291,Planner 3,8497280,100273.19,0,0,100273.19,20141.96,11935.78,8438.85,55183.99,155457.18
Calendar,2019,7,General City Responsibilities,208646,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1480,Utility Services Rep Sup,8571875,38592.48,2.86,0,38595.34,7375.02,5569.06,3043.8,23890.78,62486.12
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,21,"Prof & Tech Eng, Local 21",1000,Information Systems,1044,IS Engineer-Principal,8505947,124474,0,0,124474,24329.6,11935.78,8310.58,55773.34,180247.34
Calendar,2019,4,Community Health,DPH,,856,"Teamsters, Local 856,MultiUnit",2400,"Lab, Pharmacy & Med Techs",2453,Supervising Pharmacist,8509834,173201.01,0,1115.98,174316.99,32469.07,0,9824.85,42293.92,216610.91
Calendar,2019,7,General City Responsibilities,232303,,21,"Prof & Tech Eng, Local 21",1000,Information Systems,1062,IS Programmer Analyst,8560342,83086,0,0,83086,15882.68,11950.56,6672.91,49173.11,132259.11
Calendar,2019,7,General City Responsibilities,102644,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8586439,69369.23,22508.63,1478.71,93356.57,13444.55,12365.18,7078.46,48380.59,141737.16
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q052,Sergeant 3,8524589,126912.5,20862.92,7214.93,154990.35,23125.91,11639.66,2651.17,50501.76,205492.11
Calendar,2019,7,General City Responsibilities,208646,,250,"SEIU, Local 1021, Misc",2700,Housekeeping & Laundry,2706,Housekeeper/Food Service Clnr,8586083,19054.73,0,0,19054.73,0,0,1478.95,1478.95,20533.68
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H004,"Insp, Fire Dept",8552340,128591.13,0,8219.28,136810.41,24826.08,11935.78,2481.51,53910.75,190721.16
Calendar,2019,2,"Public Works, Transportation & Commerce",PUC,,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7341,Statnry Eng Water Treat Plant,8543514,88707.41,20810.05,7554.87,117072.33,18634.07,11698.9,9249.88,53593.19,170665.52
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q002,Police Officer,8577262,80742.13,21955.75,2254.37,104952.25,15530.62,11935.78,1736.01,43869.77,148822.02
Calendar,2019,7,General City Responsibilities,230010,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H003,EMT/Paramedic/Firefighter,8520032,92760.01,15805.05,5627.56,114192.62,17857.05,2387.12,1992.52,37213.89,151406.51
Calendar,2019,5,Culture & Recreation,LIB,,790,"SEIU, Local 1021, Misc",3600,Library,3632,Librarian 2,8556925,92963.02,0,1161.27,94124.29,17992.77,11935.78,7597.16,52207.53,146331.82
Calendar,2019,7,General City Responsibilities,240658,,250,"SEIU, Local 1021, Misc",2300,Nursing,2302,Nursing Assistant,8551800,0,1.98,0,1.98,0,0,0.16,0.16,2.14
Calendar,2019,7,General City Responsibilities,229238,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5291,Planner 3,8580294,105367.05,0,50,105417.05,20151.51,11935.78,8449.49,55204.14,160621.19
Calendar,2019,7,General City Responsibilities,232048,,790,"SEIU, Local 1021, Misc",3600,Library,3610,Library Assistant,8586592,20349.89,0,500.77,20850.66,4161.17,6220.58,1806.26,15737.55,36588.21
Calendar,2019,7,General City Responsibilities,230010,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H002,Firefighter,8565324,58158.95,4653.85,6097.97,68910.77,11836.53,14660.16,1146.22,40036.69,108947.46
Calendar,2019,4,Community Health,DPH,,535,"SEIU, Local 1021, Misc",2900,Human Services,2908,Sen Hospital Eligibility Wrkr,8503648,76470.02,0,0,76470.02,14617.9,11935.76,6145.92,47366.94,123836.96
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,21,"Prof & Tech Eng, Local 21",1000,Information Systems,1062,IS Programmer Analyst,9420147,44628.5,0,0,44628.5,8528.56,11935.8,3422.24,28057.12,72685.62
Calendar,2019,7,General City Responsibilities,232041,,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7334,Stationary Engineer,8497270,14700,3061.38,1167.9,18929.28,3567.11,4774.3,1520.03,9713.78,28643.06
Calendar,2019,4,Community Health,DPH,,164,"Physician/Dentists 8-CC, UAPD",2200,Medical & Dental,2210,Dentist,8505123,116822.09,0,0,116822.09,21752.23,0,6820.51,28572.74,145394.83
Calendar,2019,6,General Administration & Finance,TIS,,21,"Prof & Tech Eng, Local 21",1000,Information Systems,1041,IS Engineer-Assistant,8583472,63367.2,0,0,63367.2,14244.89,11935.76,5067.07,38859.5,102226.7
Calendar,2019,1,Public Protection,POL,,790,"SEIU, Local 1021, Misc",9200,Airport Operation,9209,Community Police Services Aide,8513864,60463.87,268.3,3927.14,64659.31,12309.49,11728.5,5056.64,43709.73,108369.04
Calendar,2019,7,General City Responsibilities,102644,,21,"Prof & Tech Eng, Local 21",1800,"Budget, Admn & Stats Analysis",1824,Pr Administrative Analyst,8534411,116582.25,0,0,116582.25,21715.05,11847,9404.13,57606.96,174189.21
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5201,Junior Engineer,8543229,86445.51,0,0,86445.51,8821.92,11935.78,7091.99,42401.69,128847.2
Calendar,2019,5,Culture & Recreation,REC,,790,"SEIU, Local 1021, Misc",3200,Recreation,3279,Recreation Leader,8604926,4480.69,0,33.21,4513.9,0,0,354.85,354.85,4868.75
Calendar,2019,7,General City Responsibilities,232300,,790,"SEIU, Local 1021, Misc",3200,Recreation,3279,Recreation Leader,8569887,6378.3,0,73.65,6451.95,0,0,500.77,500.77,6952.72
Calendar,2019,7,General City Responsibilities,230010,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H002,Firefighter,8557169,71003.99,4887.16,7619.61,83510.76,14453.69,14304.78,1397.6,47759.75,131270.51
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H020,"Lieutenant, Fire Suppression",8584531,108782.01,59910.77,22854.56,191547.34,26422.47,14304.8,3477.28,62169.47,253716.81
Calendar,2019,7,General City Responsibilities,232300,,790,"SEIU, Local 1021, Misc",3200,Recreation,3279,Recreation Leader,8551492,0,4.19,0,4.19,0,0,0.33,0.33,4.52
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q004,Police Officer 3,8509461,117799.36,0,3367.48,121166.84,21836.39,11935.76,2047.09,50501.06,171667.9
Calendar,2019,1,Public Protection,POL,,790,"SEIU, Local 1021, Misc",9200,Airport Operation,9209,Community Police Services Aide,8507210,56763.66,2567.88,5127.82,64459.36,11831.26,11935.8,5212.74,43647.14,108106.5
Calendar,2019,7,General City Responsibilities,229975,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5261,Arch/Landscp ArchitectrII,8500975,11132.98,0,0,11132.98,2321.91,964.32,656.26,6716.23,17849.21
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,8599824,40712.93,0,0,40712.93,7780.25,11684.1,3404.82,30608.13,71321.06
Calendar,2019,4,Community Health,DPH,,790,"SEIU, Local 1021, Misc",2900,Human Services,2920,Medical Social Worker,8596896,74058.43,0,880,74938.43,14344.41,9655.6,5974.14,41572.39,116510.82
Calendar,2019,7,General City Responsibilities,230001,,790,"SEIU, Local 1021, Misc",1600,"Payroll, Billing & Accounting",1222,Sr Payroll & Personnel Clerk,8534360,75390.03,155.2,552,76097.23,14517.09,11935.78,5991.91,47112.1,123209.33
Calendar,2019,2,"Public Works, Transportation & Commerce",AIR,,790,"SEIU, Local 1021, Misc",9200,Airport Operation,9234,Airport Security ID Technician,8566492,10668.01,107.86,96,10871.87,2057,4778.8,860.88,7545.14,18417.01
Calendar,2019,6,General Administration & Finance,CPC,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5291,Planner 3,8496967,36122.63,0,0,36122.63,6903,9424.48,2672.17,18705.11,54827.74
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,535,"SEIU, Local 1021, Misc",2900,Human Services,2905,HSA Sr Eligibility Worker,8535495,69839.01,189.02,1340,71368.03,13606.35,11935.76,5704.88,45914.37,117282.4
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H002,Firefighter,8557132,94678.4,0,19168.16,113846.56,19988.37,11536.04,1846.66,50413.59,164260.15
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,21,"Prof & Tech Eng, Local 21",1000,Information Systems,1053,IS Business Analyst-Senior,9400149,62391.56,0,0,62391.56,11923.03,11758.08,4971.23,32899.62,95291.18
Calendar,2019,7,General City Responsibilities,208646,,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7373,"Sr. Stationary Eng, Sew Plant",8520003,109764.7,134.82,0,109899.52,20982.3,11950.6,8677.76,56277.64,166177.16
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q052,Sergeant 3,8497550,58189.74,21158.08,3593.77,82941.59,10913.7,11935.76,1342.15,23822.59,106764.18
Calendar,2019,7,General City Responsibilities,209644,,790,"SEIU, Local 1021, Misc",8100,Legal & Court,8124,"Investigator, Police Accountab",8530959,28205.49,0,0,28205.49,385.93,0,188.05,573.98,28779.47
Calendar,2019,7,General City Responsibilities,240658,,250,"SEIU, Local 1021, Misc",2300,Nursing,2303,Patient Care Assistant,8525195,44550.08,12339.29,3363.77,60253.14,10718.43,9729.62,4829.61,39526.96,99780.1
Calendar,2019,4,Community Health,DPH,,791,"SEIU, Local 1021, RN",2300,Nursing,P103,Special Nurse,9960154,52988.91,3671.28,8551.78,65211.97,0,0,5061.49,5061.49,70273.46
Calendar,2019,2,"Public Works, Transportation & Commerce",DPW,,216,"Teamsters, Local 853",7300,Journeyman Trade,7355,Truck Driver,8511776,47854.08,6416.99,1175.77,55446.84,15748.07,11935.8,7043.26,49163.01,104609.85
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,21,"Prof & Tech Eng, Local 21",4200,Appraisal & Taxation,4230,Estate Investigator,8514577,37739.2,0,500,38239.2,7801.45,11935.78,3214.93,22929.96,61169.16
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,535,"SEIU, Local 1021, Misc",2900,Human Services,2916,Social Work Specialist,8555833,72369.62,0,920,73289.62,14110.8,11935.78,5228.58,45942.56,119232.18
Calendar,2019,7,General City Responsibilities,232118,,261,"Laborers, Local 261",7500,Semi-Skilled & General Labor,7514,General Laborer,8555108,62716.56,1734.92,703.37,65154.85,12123.36,11698.9,5313.77,43535.31,108690.16
Calendar,2019,7,General City Responsibilities,240658,,164,"Physician/Dentists 8-CC, UAPD",2200,Medical & Dental,2230,Physician Specialist,8512091,63944.83,0,0,63944.83,11908.89,0,2907.47,14816.36,78761.19
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1408,Principal Clerk,8514730,60685.58,0,0,60685.58,11596.96,11817.34,4979.37,38437.39,99122.97
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q003,Police Officer 2,8506894,96273.42,37163.95,7457.69,140895.06,18086.98,11787.72,2488.78,46457.2,187352.26
Calendar,2019,7,General City Responsibilities,240658,,21,"Prof & Tech Eng, Local 21",2500,Med Therapy & Auxiliary,2593,Health Program Coordinator 3,8559869,69229.21,0,695.92,69925.13,13362.67,11935.8,5551.35,38591.64,108516.77
Calendar,2019,4,Community Health,DPH,,791,"SEIU, Local 1021, RN",2300,Nursing,2328,Nurse Practitioner,8596764,82212.42,5570.2,2160.3,89942.92,17751.45,7316.26,8286.83,40010.7,129953.62
Calendar,2019,6,General Administration & Finance,CAT,,790,"SEIU, Local 1021, Misc",1600,"Payroll, Billing & Accounting",1632,Senior Account Clerk,8565058,66707,0,552,67259,12857.16,11935.82,5533.88,44994.18,112253.18
Calendar,2019,7,General City Responsibilities,240658,,251,"TWU, Local 250-A, Misc",2800,Public Health,2806,Disease Control Investigator,8573154,71380.3,0,880,72260.3,13813.1,11935.8,5690.25,46106.45,118366.75
Calendar,2019,7,General City Responsibilities,208646,,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7375,"Aprntc Stnry Eng, Sew Plant 1",8496691,59696.85,8856.25,1799.61,70352.71,11757.65,2387.12,5704.19,34508.06,104860.77
Calendar,2019,7,General City Responsibilities,230010,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H003,EMT/Paramedic/Firefighter,8552140,92684.1,10144.31,7147.52,109975.93,18501.07,11995.02,1845.16,46776.39,156752.32
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H002,Firefighter,8547880,71887.64,1189.88,9276.53,82354.05,15192.55,14260.36,1286.64,47681.89,130035.94
Calendar,2019,7,General City Responsibilities,102644,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8597867,30698.02,65.77,421.35,31185.14,5925.38,6798.04,2888.94,23622.92,54808.06
Calendar,2019,7,General City Responsibilities,229982,,535,"SEIU, Local 1021, Misc",2900,Human Services,2905,HSA Sr Eligibility Worker,8592008,76137.17,0,0,76137.17,14617.9,11950.6,6218.32,47453.78,123590.95
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H022,"Lieut,Fire Prev",9310138,56933.54,0,0,56933.54,0,0,4418.96,4418.96,61352.5
